울산과학기술원 헬스케어센터 초빙교수(의사) 채용 공고,2021.12.01,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021113002348496&disclosureNo=2021113002348496
UNIST 게놈산업기술센터 2021년 8차 연구원 채용 공고,2021.11.29,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021112602347411&disclosureNo=2021112602347411
자연과학대학 화학과 육아휴직대체인력 채용 공고,2021.11.16,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021111502342710&disclosureNo=2021111502342710
공과대학 연구원 채용 공고 (2021년 13차),2021.11.15,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021111502342281&disclosureNo=2021111502342281
UNIST 연구지원본부 기술지원팀 휴직대체인력 채용 공고,2021.11.12,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021111002340848&disclosureNo=2021111002340848
2021-11차 자연과학대학(연구부) 연구원 채용 공고,2021.11.09,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021110902339744&disclosureNo=2021110902339744
UNIST정보바이오융합대학 연구원 채용공고(2021/12차),2021.11.05,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021110402337842&disclosureNo=2021110402337842
울산과학기술원 공과대학 반도체 소재·부품 대학원 산학협력중점교수(비전임) 채용공고,2021.11.05,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021110402337924&disclosureNo=2021110402337924
울산과학기술원 U교육혁신센터 전문계약직(육아후직 대체인력) 채용 공고,2021.11.04,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021110402337691&disclosureNo=2021110402337691
울산과학기술원 생명과학과 초빙교수 채용공고,2021.11.09,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2022052502441669&disclosureNo=2022052502441669
울산과학기술원 바이오메디컬공학과 연구교수(비전임) 채용공고,2021.11.03,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021110302337438&disclosureNo=2021110302337438
UNIST 기술경영전문대학원 연구원 채용공고(2021/5차),2021.11.01,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021110102335859&disclosureNo=2021110102335859
2021년 울산과학기술원 6차 직원 채용 공고,2021.11.01,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021112602347371&disclosureNo=2021112602347371
자연과학대학 행정연구원 채용 공고,2021.10.28,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021102802334712&disclosureNo=2021102802334712
UNIST 게놈산업기술센터 2021년 7차 연구원 채용 공고,2021.10.22,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021102002330930&disclosureNo=2021102002330930
2021-10차 자연과학대학(연구부) 연구원 채용 공고,2021.10.13,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021101302327273&disclosureNo=2021101302327273
공과대학 연구원 채용 공고 (2021년 12차),2021.10.13,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021101302327348&disclosureNo=2021101302327348
2021년 UNIST 시설팀 휴직대체인력 채용 공고,2021.10.13,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2022011202368086&disclosureNo=2022011202368086
울산과학기술원 U교육혁신센터 전문계약직(육아휴직 대체인력) 채용 공고,2021.10.06,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021100602321329&disclosureNo=2021100602321329
자연과학대학 화학과 전문계약직(육아휴직대체인력) 채용 공고,2021.10.06,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021100502320555&disclosureNo=2021100502320555
UNIST정보바이오융합대학 연구원 채용공고(2021/11차),2021.10.05,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021100102319667&disclosureNo=2021100102319667
2021년 UNIST 입학팀 육아휴직 대체인력 채용 공고,2021.09.30,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021093002319137&disclosureNo=2021093002319137
2021-9차 자연과학대학(연구부) 연구원 채용 공고,2021.09.29,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021092902318414&disclosureNo=2021092902318414
UNIST 게놈산업기술센터 2021년 6차 연구원 채용 공고,2021.09.28,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021092302316028&disclosureNo=2021092302316028
UNIST 연구지원본부 기술지원팀 계약직 채용 공고,2021.09.23,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021091602314824&disclosureNo=2021091602314824
경영과학부 연구원 채용공고(2021/3차),2021.09.17,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021091502313826&disclosureNo=2021091502313826
울산과학기술원 전기전자공학과 산학협력중점교수(비전임) 채용공고,2021.09.16,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021091402312984&disclosureNo=2021091402312984
공과대학 연구원 채용 공고 (2021년 11차),2021.09.14,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021091402313233&disclosureNo=2021091402313233
자연과학대학 화학과 전문계약직(육아휴직대체인력) 채용 공고,2021.09.13,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021091402313522&disclosureNo=2021091402313522
UNIST 도서관 사서(육아휴직 대체인력) 채용 공고,2021.09.13,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021090702310153&disclosureNo=2021090702310153
울산과학기술원 공과대학 반도체 소재·부품 대학원 산학협력중점교수(비전임) 채용공고,2021.09.01,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021090102307595&disclosureNo=2021090102307595
2021년도 수시(11차) UNIST 전임교수 초빙(산업공학과 추가),2021.09.03,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021090102307527&disclosureNo=2021090102307527
UNIST정보바이오융합대학 연구원 채용공고(2021/10차),2021.08.31,https://www.alio.go.kr/item/itemBoardB1020.do?seq=2021083002306632&disclosureNo=2021083002306632
